firstname,lastname,email,username,password,profile_picture,dob,number,role,bio,major,minor,school
Maira,Brown,Maira.Brown@yahoo.com,Maira.Brown,pbkdf2:sha512:150000$9WlGt0lF9I$1481808f1999f3f7bcdf16f4d9f6ae7119ca74f46dd898d9790eb395d044defec8dea3f7c4522747e390fbb6da2f2a07a66abcfbbfbf4170730a7afaf5182b3e,default.png,08/03/1997,876-455-5202,student,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. I don't even care. Make me a sandwich. Any element of a tuple can be accessed in constant time.",Systems & Network Administration,Cybersecurity,Northern Caribbean University
Jimmie,Meyers,Jimmie.Meyers@yahoo.com,Jimmie.Meyers,pbkdf2:sha512:150000$EAt1iFXw8C$f20d3bcc1be6378a948909d9325a20f3949143d28b7f8d9e5243a12f6c4d8f14084acb1975620b866c9d2534b29365424344afeec244607a79eeaf5a1643b040,default.png,08/28/1996,876-110-9700,student,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Its main implementation is the Glasgow Haskell Compiler. He looked inquisitively at his keyboard and wrote another sentence. Ports are created with the built-in function open_port.,Systems & Network Administration,Cybersecurity,Shortwood Teachers College
Marhta,Benjamin,Marhta.Benjamin@gmail.com,Marhta.Benjamin,pbkdf2:sha512:150000$evzUsm3Tzi$31228e0a5624e45077ffc129d3f8f61bcfa18c2ad995b1e7611a3cd35f2e2a7158867bf95232240e6fd26eef4ec10bbe398b1e2891fb42f2325498a63b29649c,default.png,08/21/1998,876-155-0159,student,"Ports are created with the built-in function open_port. In 1989 the building was heavily damaged by fire, but it has since been restored. The arguments can be primitive data types or compound data types. Erlang is a general-purpose, concurrent, functional programming language.",Information Science,Information Systems,St.Joseph Teachers College
Gustavo,Walters,Gustavo.Walters@outlook.com,Gustavo.Walters,pbkdf2:sha512:150000$FpnyuWjz5Q$ee12921d9eec90a12f598f4d4a882ebd246d54a7ae91b96085012314fe4878094175eb51895a98df103402ef96ba0ff2b0444fb3f2388c14c9654be2d71ae498,default.png,06/12/2002,876-220-1599,student,Ports are used to communicate with the external world. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Its main implementation is the Glasgow Haskell Compiler. Atoms are used within a program to denote distinguished values.,Information Technology,Computer Engineering,University of the West Indies
Oscar,Shelton,Oscar.Shelton@gmail.com,Oscar.Shelton,pbkdf2:sha512:150000$dBXhOIpRGB$d544379a070b046c147389d6c6b03583daf943794500a648cea85ace65fdb87fcc9fb3152231e87ffcd8e9417dc578c26fcfb6ff39751481c49591588bb1273b,default.png,03/18/2003,876-148-3353,student,"Erlang is a general-purpose, concurrent, functional programming language. The arguments can be primitive data types or compound data types. Make me a sandwich. Erlang is known for its designs that are well suited for systems.",Cybersecurity,Computer Science,St.Joseph Teachers College
Cherish,Mills,Cherish.Mills@outlook.com,Cherish.Mills,pbkdf2:sha512:150000$BptJAjCc0Z$0cbc4dc840b07e07211b997368ecab4f278d0d40d79f058ed6b1227c1828ee79ed6619a937b59929a04ec805df2e7ff0fd397f4b78fc06268bea7a38ac521905,default.png,09/19/1998,876-046-3625,student,"She spent her earliest years reading classic literature, and writing poetry. In 1989 the building was heavily damaged by fire, but it has since been restored. He looked inquisitively at his keyboard and wrote another sentence. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",Computer Engineering,Information Technology,Mico University College
Erinn,Browning,Erinn.Browning@gmail.com,Erinn.Browning,pbkdf2:sha512:150000$mS5L5Id0wU$8732f0ff57275d169e3ed46af381f2c6046a0b5d377df59300a3934cf80d155cd009cfdea3d2e2cfcb09ba4c21b8f989a858dbba938c203dd21aaf04a2944465,default.png,11/08/1998,876-341-8614,student,"Do you come here often? Do you have any idea why this is not working? Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. Erlang is a general-purpose, concurrent, functional programming language.",Information Technology,Information Science,Northern Caribbean University
Mahalia,Spears,Mahalia.Spears@yahoo.com,Mahalia.Spears,pbkdf2:sha512:150000$kzYOhqzJQE$239db64ba49f1e2d9b0d52879455939049fd8c64be89c02ccee590d316cefee8c48fc830dbff8b9965befaf603130e8fbfdc7bf25755154bc67208cdeb9b25a0,default.png,12/17/1994,876-937-2027,student,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase. The arguments can be primitive data types or compound data types. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",Information Science,Computer Engineering,Shortwood Teachers College
Hermine,Prince,Hermine.Prince@gmail.com,Hermine.Prince,pbkdf2:sha512:150000$26KoyBj7Hx$bffb00f80e014e48fbbbd56afe12fc4fb2a9bbd5482d2f8cb620f89eb5d842064c7ea4d163a282242189afc067f1cdd6bf12212d43f0f3934457af970aa8b5c4,default.png,05/10/2003,876-655-5172,student,"Haskell features a type system with type inference and lazy evaluation. Atoms are used within a program to denote distinguished values. Erlang is known for its designs that are well suited for systems. She spent her earliest years reading classic literature, and writing poetry.",Cybersecurity,Information Science,University of Technology
Tari,Pickett,Tari.Pickett@outlook.com,Tari.Pickett,pbkdf2:sha512:150000$3nGrP2ZxOD$3f71b7e053467f78b8646a2170b1f0e877edd8130aaf3b45914e31785e5f9f4fd0686231e636d25928f064e3fcb6ccf945304931acf6c2030cedbca6edc28dc4,default.png,11/08/2003,876-639-0395,student,"In 1989 the building was heavily damaged by fire, but it has since been restored. The arguments can be primitive data types or compound data types. It is also a garbage-collected runtime system. Erlang is a general-purpose, concurrent, functional programming language.",Information Systems,Systems & Network Administration,Mico University College
Elfreda,Meyer,Elfreda.Meyer@yahoo.com,Elfreda.Meyer,pbkdf2:sha512:150000$BmUntX0Z3H$b773ca567283eec6abb4d40be3e51043517bd368688d0090219019974628f67ad2a4da1be6b30a5b1f8f3045ddc8c771ab691e2f3c1c861addd7737c45f97086,default.png,02/02/1998,876-101-3559,student,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" He looked inquisitively at his keyboard and wrote another sentence. She spent her earliest years reading classic literature, and writing poetry.",Computer Science,Information Systems,University of the Commonwealth Caribbean
Hector,Sloan,Hector.Sloan@gmail.com,Hector.Sloan,pbkdf2:sha512:150000$uqaxCS2xxr$ffb9755ccab205471968b28a5a966d850315dc1548215c2962cd6233c1c0917167a0412b5de57145a54cca56c5f3c4ad16eabdcc673badd1737b2f97bd12886b,default.png,06/10/2003,876-444-4009,student,"Its main implementation is the Glasgow Haskell Compiler. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. In 1989 the building was heavily damaged by fire, but it has since been restored. Atoms are used within a program to denote distinguished values.",Computer Engineering,Systems & Network Administration,Shortwood Teachers College
Luci,Alvarez,Luci.Alvarez@outlook.com,Luci.Alvarez,pbkdf2:sha512:150000$0OzbVyiaek$ebca795cfe5b76d35e2e7ef18906676122828eadf8cd490b957a13638ef873961207becddf78bf04a4a45c8c1d6b07b76903c9d38dce5f80b602c075ad5b3d94,default.png,12/22/2003,876-057-8541,student,Haskell features a type system with type inference and lazy evaluation. Ports are used to communicate with the external world. Its main implementation is the Glasgow Haskell Compiler. Any element of a tuple can be accessed in constant time.,Computer Science,Cybersecurity,Northern Caribbean University
Mee,Arnold,Mee.Arnold@outlook.com,Mee.Arnold,pbkdf2:sha512:150000$9xCx6DbnGj$963790ac4b149311b983177bf5c2e05b6975b7d658a984639211658bfff0a4db269be0104d535c54fe74951f88388d9c380e3fced6551a5d47087d696f4526ec,default.png,02/06/1997,876-240-3056,student,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase. Any element of a tuple can be accessed in constant time. Do you come here often? Where are my pants?",Computer Engineering,Cybersecurity,St.Joseph Teachers College
Nicolasa,Gillespie,Nicolasa.Gillespie@outlook.com,Nicolasa.Gillespie,pbkdf2:sha512:150000$LfUOJDN6Ss$209ee04f3b3d4760a841bb265f0475ab61cbfbed4ac4577731c1181636d08802fb02af9f861cb626a58df51bb99352f069bd63f82e0529936b660db5c8e75ab4,default.png,08/27/1996,876-671-8881,student,"Do you have any idea why this is not working? The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Type classes first appeared in the Haskell programming language. Atoms are used within a program to denote distinguished values.",Computer Science,Computer Engineering,Mico University College
Adolph,Moran,Adolph.Moran@gmail.com,Adolph.Moran,pbkdf2:sha512:150000$eov5C6f0UO$0aa6e5f267566bad3d6238dd8c2b02e54fc99771e1c9e344619a2cc174c1a2277c79be570eef170a0df68f04e576ca31a152dd1e4376b1bc063018d3bc5a878c,default.png,06/13/1995,876-708-0219,student,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Make me a sandwich. Ports are created with the built-in function open_port. Type classes first appeared in the Haskell programming language.,Computer Engineering,Information Technology,University of Technology
Jamel,Roach,Jamel.Roach@yahoo.com,Jamel.Roach,pbkdf2:sha512:150000$X9hIKCGQTI$aef3efc8f197fe009392851a943214509715e91015b789615df7465debd16e6600aa901be9371822153c0cab0df10f4cb845dd57a77699254d12f3f503f1d8a2,default.png,07/18/2000,876-499-4441,student,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase. She spent her earliest years reading classic literature, and writing poetry. Ports are created with the built-in function open_port. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",Information Science,Systems & Network Administration,University of the West Indies
Emely,Henderson,Emely.Henderson@gmail.com,Emely.Henderson,pbkdf2:sha512:150000$TuzLzztxDJ$dbc7ec54bc0b97e5e65e9ff0d63d2029268946f38a28d84f2fc3cafb6ac97ccedec8d68023236b18a4e4c063a00c81641d428ceebab07801230b506966637eba,default.png,03/02/2002,876-726-2029,student,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. In 1989 the building was heavily damaged by fire, but it has since been restored. The arguments can be primitive data types or compound data types. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",Computer Science,Information Science,Mico University College
Tory,Tate,Tory.Tate@gmail.com,Tory.Tate,pbkdf2:sha512:150000$5jRBEfH0Wh$1ea031b1692ec7d7b5b258769319ae40f1b37c209bc3010714e9791ee60b5c01b3219a15eccf22d23af3cd77e13667433672a65cc029901cb5f875110753fd00,default.png,07/18/2000,876-919-3098,student,He looked inquisitively at his keyboard and wrote another sentence. Make me a sandwich. Tuples are containers for a fixed number of Erlang data types. The arguments can be primitive data types or compound data types.,Systems & Network Administration,Computer Engineering,Shortwood Teachers College
Mark,Santana,Mark.Santana@gmail.com,Mark.Santana,pbkdf2:sha512:150000$TCEINvX7q3$c33043c77020cfa5e6cbd9ae444ea2deb4d29ea2acea259a5c582ef992172a8f4dfce8d3e747e1a9704e88279a0f63509fad9560408961407533b37f3898ca1f,default.png,08/19/2001,876-197-1600,student,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. Erlang is a general-purpose, concurrent, functional programming language. Any element of a tuple can be accessed in constant time. Any element of a tuple can be accessed in constant time.",Information Science,Cybersecurity,University of the West Indies
Andre,Prince,Andre.Prince@outlook.com,Andre.Prince,pbkdf2:sha512:150000$Ep9rJM4Olt$2a7e144193ad57d432143c9274f6da81e3fe888f36bcbc0cf511b3358be06e86c7bb1f49520ffdae3d331c3eb59f25373bce5fc2c573d51d8af56ea65e0a7785,default.png,11/03/2000,876-634-5465,student,"She spent her earliest years reading classic literature, and writing poetry. Ports are used to communicate with the external world. They are written as strings of consecutive alphanumeric characters, the first character being lowercase. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",Systems & Network Administration,Systems & Network Administration,Shortwood Teachers College
Alton,Bradley,Alton.Bradley@gmail.com,Alton.Bradley,pbkdf2:sha512:150000$Szhqj7K3IV$3457f2dd0ca7b63b6aef110b7d23925ad0f34de325c0c06b4df8800dfbefe16fdd2a1765f7c9ec79e1123947e855d21d08cefbb671d0f0d2e1f3ce25e704a185,default.png,12/24/1995,876-486-7844,student,"Ports are used to communicate with the external world. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Erlang is known for its designs that are well suited for systems. She spent her earliest years reading classic literature, and writing poetry.",Systems & Network Administration,Computer Science,Mico University College
Emiko,Cannon,Emiko.Cannon@outlook.com,Emiko.Cannon,pbkdf2:sha512:150000$TPPCRSrn1M$2edb23d07d29848cd171b4a3e338d85850b01d9c7683590b9bee020487ff000ef26058588aa0b0a828f38197f062de832aa2e5289c8b436c314a66ba16fa673e,default.png,12/12/2003,876-416-9707,student,"Ports are created with the built-in function open_port. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. He looked inquisitively at his keyboard and wrote another sentence. He looked inquisitively at his keyboard and wrote another sentence.",Cybersecurity,Information Science,University of the West Indies
Temeka,Harvey,Temeka.Harvey@outlook.com,Temeka.Harvey,pbkdf2:sha512:150000$DhnYb7JO8Q$b604ea7d0fb51c1f90c86363b070be9cb5804ee3d12a22172da36d9144ae22a6bed7e7a8c8facad6d682a9f7304f2fbc590b924869654e2551c85cbe9544aa7d,default.png,05/20/2000,876-721-4989,student,"Its main implementation is the Glasgow Haskell Compiler. Erlang is a general-purpose, concurrent, functional programming language. Its main implementation is the Glasgow Haskell Compiler. Make me a sandwich.",Systems & Network Administration,Computer Science,Mico University College
